Code;Title
LA8A.Z;"Anomalía congénita de una válvula ventriculoarterial o las regiones adyacentes, sin especificación"
LA8B;"Anomalía congénita de las grandes arterias, incluido el conducto arterioso"
LA8B.0;Ventana aortopulmonar congénita
LA8B.1;Anomalía congénita del árbol arterial pulmonar
LA8B.2;Anomalía congénita de la aorta o de sus ramas
LA8B.20;Origen aberrante de la arteria subclavia derecha
LA8B.21;Coartación aórtica
LA8B.22;Cayado aórtico interrumpido
LA8B.2Y;Otra anomalía congénita especificada de la aorta o de sus ramas
LA8B.2Z;"Anomalía congénita de la aorta o de sus ramas, sin especificación"
LA8B.3;Síndrome compresivo traqueoesofágico
LA8B.4;Conducto arterioso persistente
LA8B.Y;"Otra anomalía congénita especificada de las grandes arterias, incluido el conducto arterioso"
LA8B.Z;"Anomalía congénita de las grandes arterias, incluido el conducto arterioso, sin especificación"
LA8C;Anomalía congénita de arteria coronaria
LA8C.0;Origen anómalo de arteria coronaria en el árbol arterial pulmonar
LA8C.1;Origen aórtico anómalo o trayectoria anómala de una arteria coronaria
LA8C.2;Fístula congénita de arteria coronaria
LA8C.Y;Otra anomalía congénita especificada de las arterias coronarias
LA8C.Z;"Anomalía congénita de las arterias coronarias, sin especificación"
LA8D;Anomalía pericárdica congénita
LA8E;Anomalía congénita del tabique interauricular
LA8E.0;Agujero oval persistente
LA8E.1;Comunicación interauricular en la fosa oval
LA8E.2;Defecto del seno venoso
LA8E.3;Comunicación interauricular a través del orificio del seno coronario
LA8E.Y;Otra anomalía congénita especificada del tabique interauricular
LA8E.Z;"Anomalía congénita del tabique interauricular, sin especificación"
LA8F;Anomalía congénita de la aurícula derecha
LA8G;Anomalía congénita de la aurícula izquierda
LA8G.0;Aurícula izquierda dividida
LA8G.Y;Otra anomalía congénita especificada de la aurícula izquierda
LA8G.Z;"Anomalía congénita de la aurícula izquierda, sin especificación"
LA8Y;Otra anomalía del desarrollo estructural especificada del corazón o de los grandes vasos
LA8Z;"Anomalía del desarrollo estructural del corazón o de los grandes vasos, sin especificación"
LA90;Anomalías estructurales del desarrollo del sistema vascular periférico
LA90.0;Malformaciones capilares
LA90.00;Telangiectasia hemorrágica hereditaria
LA90.0Y;Otras malformaciones capilares especificadas
LA90.0Z;"Malformaciones capilares, sin especificación"
LA90.1;Malformaciones linfáticas
LA90.10;Malformación linfática macroquística
LA90.11;Malformación linfática microquística
LA90.12;Malformaciones linfáticas en algunas localizaciones especificadas
LA90.13;Higroma quístico fetal
LA90.1Y;Otras malformaciones linfáticas especificadas
LA90.1Z;"Malformaciones linfáticas, sin especificación"
LA90.2;Malformaciones venosas periféricas
LA90.20;Aneurisma de la vena de Galeno
LA90.21;Conexión venosa portal anómala
LA90.2Y;Otras malformaciones venosas periféricas especificadas
LA90.2Z;"Malformaciones venosas periféricas, sin especificación"
LA90.3;Malformaciones arteriovenosas periféricas
LA90.30;Fístula entre arteria hepática y vena porta
LA90.31;Malformación arteriovenosa de vasos precerebrales
LA90.32;Malformaciones arteriovenosas uterinas
LA90.3Y;Otras malformaciones arteriovenosas periféricas especificadas
LA90.3Z;"Malformaciones arteriovenosas periféricas, sin especificación"
LA90.4;Malformaciones arteriales periféricas
LA90.40;Estenosis congénita de la arteria renal
LA90.41;Aneurisma precerebral congénito sin rotura
LA90.42;Aneurisma cerebral congénito sin rotura
LA90.4Y;Otras malformaciones arteriales periféricas especificadas
LA90.4Z;"Malformaciones arteriales periféricas, sin especificación"
LA90.5;Fístula arteriovenosa pulmonar
LA90.Y;Otras anomalías especificadas del desarrollo estructural del sistema vascular periférico
LA90.Z;"Anomalías del desarrollo estructural del sistema vascular periférico, sin especificación"
LA9Y;Otras anomalías estructurales especificadas del desarrollo prenatal del aparato circulatorio
LA9Z;"Anomalías estructurales del desarrollo prenatal del aparato circulatorio, sin especificación"
LB00;Anomalías estructurales del desarrollo prenatal del diafragma
LB00.0;Hernia diafragmática congénita
LB00.1;Ausencia de diafragma
LB00.Y;Otras anomalías estructurales especificadas del desarrollo prenatal del diafragma
LB00.Z;"Anomalías estructurales del desarrollo prenatal del diafragma, sin especificación"
LB01;Onfalocele
LB02;Gastrosquisis
LB03;Anomalías estructurales del desarrollo prenatal del cordón umbilical
LB03.0;Restos o quistes de conducto alantoideo
LB03.1;Arteria umbilical única
LB03.Y;Otras anomalías estructurales especificadas del desarrollo prenatal del cordón umbilical
LB03.Z;"Anomalías estructurales del desarrollo prenatal del cordón umbilical, sin especificación"
LB0Y;"Otras anomalías estructurales especificadas del desarrollo prenatal del diafragma, la pared abdominal o el cordón umbilical"
LB0Z;"Anomalías estructurales del desarrollo prenatal del diafragma, la pared abdominal o el cordón umbilical, sin especificación"
LB10;Anomalías estructurales del desarrollo prenatal de las glándulas y conductos salivales
LB11;Divertículo congénito de faringe
LB12;Anomalías estructurales del desarrollo prenatal del esófago
LB12.0;Membranas o anillos esofágicos congénitos
LB12.1;Atresia del esófago
LB12.10;Atresia de esófago con fístula esofagobronquial
LB12.1Y;Otra atresia de esófago especificada
LB12.2;Fístula esofágica sin atresia
LB12.3;Estenosis congénita de esófago
LB12.4;Divertículo esofágico congénito.
LB12.5;Dilatación congénita de esófago
LB12.Y;Otras anomalías estructurales especificadas del desarrollo prenatal del esófago
LB12.Z;"Anomalías estructurales del desarrollo prenatal del esófago, sin especificación"
LB13;Anomalías estructurales del desarrollo prenatal del estómago
LB13.0;Estenosis hipertrófica congénita del píloro
LB13.1;Hernia hiatal congénita
LB13.2;Membrana antral congénita
LB13.Y;Otras anomalías estructurales especificadas del desarrollo prenatal del estómago
LB13.Z;"Anomalías estructurales del desarrollo prenatal del estómago, sin especificación"
LB14;Anomalías estructurales del desarrollo prenatal del duodeno
LB15;Anomalías estructurales del desarrollo prenatal del intestino delgado
LB15.0;Divertículo de Meckel
LB15.1;Atresia de intestino delgado
LB15.2;Intestino corto congénito
LB15.3;Diverticulitis congénita del intestino delgado
LB15.4;Diverticulosis congénita del intestino delgado
LB15.5;Divertículo congénito del intestino delgado
LB15.Y;Otras anomalías estructurales especificadas del desarrollo prenatal del intestino delgado
LB15.Z;"Anomalías estructurales del desarrollo prenatal del intestino delgado, sin especificación"
LB16;Anomalías estructurales del desarrollo del intestino grueso
LB16.0;"Ausencia, atresia o estenosis congénitas del intestino grueso"
LB16.1;Enfermedad de Hirschsprung
LB16.2;Ganglionosis inmadura del intestino grueso
LB16.3;Hipoganglionosis congénita del intestino grueso
LB16.Y;Otras anomalías estructurales especificadas del desarrollo del intestino grueso
LB16.Z;"Anomalías estructurales del desarrollo del intestino grueso, sin especificación"
LB17;Anomalías estructurales del desarrollo prenatal del conducto anal
LB17.0;Malformaciones anorrectales
LB17.1;Ano ectópico
LB17.2;Cloaca persistente
LB17.3;Extrofia cloacal
LB17.4;Surco perineal
LB17.Y;Otras anomalías estructurales especificadas del desarrollo prenatal del conducto anal
LB17.Z;"Anomalías estructurales del desarrollo prenatal del conducto anal, sin especificación"
LB18;Anomalías congénitas de la fijación intestinal
LB1Y;Otras anomalías estructurales especificadas del desarrollo prenatal del tubo digestivo
LB1Z;"Anomalías estructurales del desarrollo prenatal del tubo digestivo, sin especificación"
LB20;"Anomalías estructurales del desarrollo prenatal de la vesícula biliar, los conductos biliares o el hígado"
LB20.0;Anomalías estructurales del desarrollo prenatal del hígado
LB20.00;Enfermedad fibropoliquística del hígado
LB20.0Y;Otras anomalías estructurales especificadas del desarrollo prenatal del hígado
LB20.0Z;"Anomalías estructurales del desarrollo prenatal del hígado, sin especificación"
LB20.1;Anomalías estructurales del desarrollo prenatal de la vesícula biliar
LB20.10;"Agenesia, aplasia o hipoplasia de la vesícula biliar"
LB20.1Y;Otras anomalías estructurales especificadas del desarrollo prenatal de la vesícula biliar
LB20.1Z;"Anomalías estructurales del desarrollo prenatal de la vesícula biliar, sin especificación"
LB20.2;Anomalías estructurales del desarrollo prenatal de los conductos biliares
LB20.20;Quiste coledociano
LB20.21;Atresia biliar
LB20.22;Estenosis o constricción congénita de los conductos biliares
LB20.23;Anomalías estructurales del desarrollo prenatal del conducto cístico
LB20.24;Conducto biliar accesorio
LB20.2Y;Otras anomalías estructurales especificadas del desarrollo prenatal de los conductos biliares
LB20.2Z;"Anomalías estructurales del desarrollo prenatal de los conductos biliares, sin especificación"
LB20.Y;"Otras anomalías estructurales especificadas del desarrollo prenatal de la vesícula biliar, los conductos biliares o el hígado"
LB20.Z;"Anomalías estructurales del desarrollo prenatal de la vesícula biliar, los conductos biliares o el hígado, sin especificación"
LB21;Anomalías estructurales del desarrollo prenatal del páncreas
LB21.0;Páncreas anular
LB21.1;Páncreas dividido
LB21.2;Páncreas accesorio
LB21.3;Agenesia-aplasia de páncreas
LB21.4;Agenesia parcial del páncreas
LB21.5;Hipoplasia del páncreas
LB21.Y;Otras anomalías estructurales especificadas del desarrollo prenatal del páncreas
LB21.Z;"Anomalías estructurales del desarrollo prenatal del páncreas, sin especificación"
LB22;Anomalías estructurales del desarrollo prenatal del bazo
LB22.0;Asplenia congénita
LB22.1;Poliesplenia
LB22.2;Bazo ectópico
LB22.Y;Otras anomalías estructurales especificadas del desarrollo prenatal del bazo
LB22.Z;"Anomalías estructurales del desarrollo prenatal del bazo, sin especificación"
LB2Y;"Otras anomalías estructurales especificadas del desarrollo prenatal del hígado, las vías biliares, el páncreas o el bazo"
LB2Z;"Anomalías estructurales del desarrollo prenatal del hígado, las vías biliares, el páncreas o el bazo, sin especificación"
LB30;Anomalías estructurales del desarrollo prenatal de los riñones
LB30.0;Agenesia renal u otros defectos por reducción del riñón
LB30.00;Agenesia renal
LB30.0Y;Otra agenesia renal u otros defectos especificados por reducción del riñón
LB30.0Z;"Agenesia renal u otros defectos por reducción del riñón, sin especificación"
LB30.1;Displasia renal
LB30.2;Quiste renal único congénito
LB30.3;Disgenesia tubular renal
LB30.4;Oligomeganefronia
LB30.5;riñón supernumerario
LB30.6;Anomalía de fusión de los riñones
LB30.60;Riñón lobulado
LB30.61;Riñón pélvico fusionado
LB30.62;Riñón en herradura
LB30.6Y;Otra anomalía de fusión de los riñones especificada
LB30.6Z;"Anomalía de fusión de los riñones, sin especificación"
LB30.7;Riñón pélvico o ectópico
LB30.8;Espongiosis medular renal
LB30.9;Displasia renal multiquística
LB30.Y;Otras anomalías estructurales especificadas del desarrollo prenatal de los riñones
LB30.Z;"Anomalías estructurales del desarrollo prenatal de los riñones, sin especificación"
LB31;Anomalías estructurales del desarrollo prenatal de las vías urinarias
LB31.0;Hidronefrosis congénita
LB31.1;Megauréter primario congénito
LB31.2;Obstrucción fetal de vías urinarias bajas
LB31.3;Extrofia de la vejiga urinaria
LB31.4;Divertículo congénito de la vejiga urinaria
LB31.5;Duplicación de uretra
LB31.6;Megalouretra congénita
LB31.7;Megavejiga y megauréter
LB31.8;Atresia o estenosis de uréter
LB31.9;Agenesia de uréter
LB31.A;Duplicación del uréter
LB31.B;Posición anómala del uréter
LB31.C;Ausencia congénita de vejiga o de uretra
LB31.D;Reflujo vesicoureterorrenal congénito
LB31.Y;Otras anomalías estructurales especificadas del desarrollo prenatal de las vías urinarias
LB31.Z;"Anomalías estructurales del desarrollo prenatal de las vías urinarias, sin especificación"
LB3Y;Otras anomalías estructurales especificadas del desarrollo prenatal del aparato urinario
LB3Z;"Anomalías estructurales del desarrollo prenatal del aparato urinario, sin especificación"
LB40;Anomalías estructurales del desarrollo prenatal de la vulva
LB40.0;Ausencia de la vulva
LB40.1;Quiste embrionario de la vulva
LB40.2;Fusión de labios vaginales
LB40.Y;Otras anomalías estructurales especificadas del desarrollo prenatal de la vulva
LB40.Z;"Anomalías estructurales del desarrollo prenatal de la vulva, sin especificación"
LB41;Anomalías estructurales del desarrollo prenatal del clítoris
LB41.0;Agenesia del clítoris
LB41.1;Duplicación de clítoris
LB41.2;Clitoromegalia
LB41.Y;Otras anomalías estructurales especificadas del desarrollo prenatal del clítoris
LB41.Z;"Anomalías estructurales del desarrollo prenatal del clítoris, sin especificación"
LB42;Anomalías estructurales del desarrollo prenatal de la vagina
LB42.0;Aenesia vaginal
LB42.1;Vagina tabicada
LB42.2;Fístula rectovaginal congénita
LB42.3;Anillo himeneal estrecho
LB42.4;Himen imperforado
LB42.5;Estenosis o atresia de la vagina
LB42.Y;Otras anomalías estructurales especificadas del desarrollo prenatal de la vagina
LB42.Z;"Anomalías estructurales del desarrollo prenatal de la vagina, sin especificación"
LB43;Anomalías estructurales del desarrollo prenatal del cuello uterino
LB43.0;Quiste embrionario de cuello uterino
LB43.1;Agenesia o aplasia del cuello uterino
