Code;Title;DepthInKind
NB91.4;Traumatismo En El Páncreas;2
NB91.40;Contusión Pancreática;3
NB91.41;Desgarro Pancreático Menor;3
NB91.42;Desgarro Pancreático Moderado;3
NB91.43;Desgarro Pancreático Mayor;3
NB91.4Y;Otro Traumatismo Especificado En El Páncreas;3
NB91.4Z;"Traumatismo En El Páncreas, Sin Especificación";3
NB91.5;Traumatismo Gástrico;2
NB91.50;Contusión Gástrica;3
NB91.51;"Desgarro Gástrico, Sin Perforación";3
NB91.52;"Desgarro Gástrico, Con Perforación, Avulsión O Daño Masivo";3
NB91.53;"Traumatismo En El Estómago Por Ingestión, Sin Perforación";3
NB91.54;"Traumatismo En El Estómago Por Ingestión, Con Perforación";3
NB91.5Y;Otro Traumatismo Gástrico Especificado;3
NB91.5Z;"Traumatismo Gástrico, Sin Especificación";3
NB91.6;Traumatismo Duodenal;2
NB91.60;Contusión Duodenal;3
NB91.61;Desgarro Duodenal;3
NB91.62;Traumatismo Duodenal Primario Por Onda Expansiva;3
NB91.63;Perforación Traumática Del Duodeno;3
NB91.6Y;Otro Traumatismo Duodenal Especificado;3
NB91.6Z;"Traumatismo Duodenal, Sin Especificación";3
NB91.7;Traumatismo En El Intestino Delgado;2
NB91.70;Contusión En El Intestino Delgado;3
NB91.71;Laceración Del Intestino Delgado;3
NB91.72;Traumatismo Primario En El Intestino Delgado Por Onda Expansiva;3
NB91.7Y;Otro Traumatismo Especificado En El Intestino Delgado;3
NB91.7Z;"Traumatismo En El Intestino Delgado, Sin Especificación";3
NB91.8;Traumatismo En El Colon;2
NB91.80;Contusión En El Colon;3
NB91.81;Desgarro En El Colon;3
NB91.82;Traumatismo Primario En El Colon Por Onda Expansiva;3
NB91.8Y;Otro Traumatismo Especificado En El Colon;3
NB91.8Z;"Traumatismo En El Colon, Sin Especificación";3
NB91.9;Traumatismo En El Recto;2
NB91.90;Contusión En El Recto;3
NB91.91;Desgarro En El Recto;3
NB91.92;Traumatismo Primario En El Recto Por Onda Expansiva;3
NB91.9Y;Otro Traumatismo Especificado En El Recto;3
NB91.9Z;"Traumatismo En El Recto, Sin Especificación";3
NB91.A;Traumatismo En El Mesenterio;2
NB91.B;Traumatismo En Múltiples órganos Intrabdominales;2
NB91.Y;Traumatismo En Otros órganos Intrabdominales Especificados;2
NB91.Z;"Traumatismo En Los órganos Intrabdominales, Sin Especificación";2
NB92;Traumatismo En Los órganos Urinarios O Pélvicos;1
NB92.0;Traumatismo Renal;2
NB92.00;Contusión Renal Menor;3
NB92.01;Contusión Renal Mayor;3
NB92.02;Desgarro Renal Menor;3
NB92.03;Desgarro Renal Moderado;3
NB92.04;Desgarro Renal Mayor;3
NB92.0Y;Otro Traumatismo Renal Especificado;3
NB92.0Z;"Traumatismo Renal, Sin Especificación";3
NB92.1;Traumatismo En El Uréter;2
NB92.10;Contusión En El Uréter;3
NB92.11;Desgarro En El Uréter;3
NB92.1Y;Otro Traumatismo Especificado En El Uréter;3
NB92.1Z;"Traumatismo En El Uréter, Sin Especificación";3
NB92.2;Traumatismo En La Vejiga;2
NB92.20;Contusión En La Vejiga;3
NB92.21;Desgarro En La Vejiga;3
NB92.2Y;Otro Traumatismo Especificado En La Vejiga;3
NB92.2Z;"Traumatismo En La Vejiga, Sin Especificación";3
NB92.3;Traumatismo De Uretra;2
NB92.30;Contusión En La Uretra;3
NB92.31;Desgarro En La Uretra;3
NB92.3Y;Otro Traumatismo Especificado De Uretra;3
NB92.3Z;"Traumatismo De Uretra, Sin Especificación";3
NB92.4;Traumatismo En El Ovario;2
NB92.40;Contusión En El Ovario;3
NB92.41;Desgarro En El Ovario;3
NB92.4Y;Otro Traumatismo Especificado En El Ovario;3
NB92.4Z;"Traumatismo En El Ovario, Sin Especificación";3
NB92.5;Traumatismo En La Trompa De Falopio;2
NB92.6;Traumatismo Uterino;2
NB92.7;Lesión En Las Vías Urinarias;2
NB92.8;Traumatismo En Múltiples órganos Pélvicos;2
NB92.Y;Otro Traumatismo En órganos Pélvicos Especificados;2
NB92.Z;"Traumatismo En Otros órganos Pélvicos, Sin Especificación";2
NB93;"Traumatismo Por Aplastamiento O Amputación Traumática De Parte Del Abdomen, La Zona Lumbar Y La Pelvis";1
NB93.0;Traumatismo Por Aplastamiento De órganos Genitales Externos;2
NB93.00;Traumatismo Por Aplastamiento Del Pene;3
NB93.01;Traumatismo Por Aplastamiento De Los Testículos O El Escroto;3
NB93.02;Traumatismo Por Aplastamiento De La Vulva;3
NB93.0Z;"Traumatismo Por Aplastamiento De órganos Genitales Externos, Sin Especificación";3
NB93.1;"Traumatismo Por Aplastamiento De Otras Partes O De Partes No Especificadas Del Abdomen, La Zona Lumbar O La Pelvis";2
NB93.2;Amputación Traumática De órganos Genitales Externos;2
NB93.20;Amputación Traumática Completa Del Pene;3
NB93.21;Amputación Traumática De Parte Del Pene;3
NB93.22;Amputación Traumática De Los Testículos Completos O Del Escroto;3
NB93.23;Amputación Traumática De Parte De Los Testículos O Del Escroto;3
NB93.24;Amputación Traumática Completa De La Vulva;3
NB93.25;Amputación Traumática De Parte De La Vulva;3
NB93.2Z;"Amputación Traumática De órganos Genitales Externos, Sin Especificación";3
NB93.3;"Amputación Traumática De Otras Partes O De Partes No Especificadas Del Abdomen, La Zona Lumbar O La Pelvis";2
NB94;"Traumatismo En Tendón, Fascia O Músculo Del Abdomen, La Zona Lumbar O La Pelvis";1
NB94.0;"Esguince O Desgarro De Tendón, Fascia O Músculo Del Abdomen";2
NB94.1;"Esguince O Desgarro De Tendón, Fascia O Músculo De La Zona Lumbar";2
NB94.2;"Esguince O Desgarro De Tendón, Fascia O Músculo De La Pelvis";2
NB94.3;"Desgarro De Tendón, Fascia O Músculo Del Abdomen";2
NB94.4;"Desgarro De Tendón, Fascia O Músculo De La Región Lumbosacra";2
NB94.5;"Desgarro De Tendón, Fascia O Músculo De La Pelvis";2
NB94.Y;"Otro Traumatismo En Tendón, Fascia O Músculo Del Abdomen, La Zona Lumbar O La Pelvis";2
NB94.Z;"Traumatismo En Tendón, Fascia O Músculo Del Abdomen, La Zona Lumbar O La Pelvis, Sin Especificación";2
NB95;Traumatismo En órgano Intrabdominal Y órgano Pélvico;1
NB96;"Otros Traumatismos Múltiples En El Abdomen, La Zona Lumbar O La Pelvis";1
NB97;"Otros Traumatismos Especificados En El Abdomen, La Zona Lumbar O La Pelvis";1
NB97.0;Hemorragia O Hematoma Retroperitoneal;2
NB97.1;Pene Fracturado;2
NB98;Lesión En Los Genitales Femeninos Sin Otra Especificación;1
NB99;Traumatismo En Los Genitales Masculinos Sin Otra Especificación;1
NB9Y;"Otros Traumatismos Especificados En El Abdomen, La Zona Lumbar, La Columna Lumbar O La Pelvis";1
NB9Z;"Traumatismos En El Abdomen, La Zona Lumbar, La Columna Lumbar O La Pelvis, Sin Especificación";1
NC10;Traumatismo Superficial Del Hombro O De La Parte Superior Del Brazo;1
NC10.0;Excoriación En El Hombro O La Parte Superior Del Brazo;2
NC10.1;Contusión Del Hombro O La Parte Superior Del Brazo;2
NC10.2;Traumatismos Superficiales Múltiples En El Hombro O La Parte Superior Del Brazo;2
NC10.Y;Otro Traumatismo Superficial Especificado Del Hombro O De La Parte Superior Del Brazo;2
NC10.Z;"Traumatismo Superficial Del Hombro O De La Parte Superior Del Brazo, Sin Especificación";2
NC11;Herida Abierta En El Hombro O La Parte Superior Del Brazo;1
NC11.0;Desgarro Sin Cuerpo Extraño En El Hombro O La Parte Superior Del Brazo;2
NC11.1;Desgarro Con Cuerpo Extraño En El Hombro O La Parte Superior Del Brazo;2
NC11.2;Herida Punzante Sin Cuerpo Extraño En El Hombro O La Parte Superior Del Brazo;2
NC11.3;Herida Punzante Con Cuerpo Extraño En El Hombro O La Parte Superior Del Brazo;2
NC11.4;Mordedura O Picadura Abierta En El Hombro O La Parte Superior Del Brazo;2
NC11.5;Heridas Abiertas Múltiples En El Hombro O La Parte Superior Del Brazo;2
NC11.Y;Otra Herida Abierta Especificada En El Hombro O La Parte Superior Del Brazo;2
NC11.Z;"Herida Abierta En El Hombro O La Parte Superior Del Brazo, Sin Especificación";2
NC12;Fractura Del Hombro O De La Parte Superior Del Brazo;1
NC12.0;Fractura De La Clavícula;2
NC12.00;Fractura Del Extremo Esternal De La Clavícula;3
NC12.01;Fractura Del Eje De La Clavícula;3
NC12.02;Fractura Del Extremo Acromial De La Clavícula;3
NC12.03;Fracturas Múltiples En La Clavícula Solamente;3
NC12.0Y;Otra Fractura Especificada De La Clavícula;3
NC12.0Z;"Fractura De La Clavícula, Sin Especificación";3
NC12.1;Fractura Del Omóplato;2
NC12.10;Fracturas Múltiples En El Omóplato;3
NC12.1Y;Otra Fractura Especificada Del Omóplato;3
NC12.1Z;"Fractura Del Omóplato, Sin Especificación";3
NC12.2;Fractura De La Epífisis Superior Del Húmero;2
NC12.20;"Fractura De La Epífisis Superior Del Húmero, Cabeza";3
NC12.21;Fractura Del Cuello Quirúrgico Del Húmero;3
NC12.22;Fractura Del Cuello Anatómico Del Húmero;3
NC12.23;Fractura De La Tuberosidad Mayor Del Húmero;3
NC12.24;Fractura De La Tuberosidad Menor Del Húmero;3
NC12.2Z;"Fractura De La Epífisis Superior Del Húmero, Sin Especificación";3
NC12.3;Fractura De La Diáfisis Del Húmero;2
NC12.4;Fractura De La Epífisis Inferior Del Húmero;2
NC12.40;Fractura Supracondílea Del Húmero;3
NC12.41;Fractura Del Epicóndilo Lateral Del Húmero;3
NC12.42;Fractura Del Epicóndilo Medial Del Húmero;3
NC12.43;Fractura Del Cóndilo Lateral Del Húmero;3
NC12.44;Fractura Del Cóndilo Medial Del Húmero;3
NC12.4Y;Otra Fractura Especificada De La Epífisis Inferior Del Húmero;3
NC12.4Z;"Fractura De La Epífisis Inferior Del Húmero, Sin Especificación";3
NC12.5;"Fracturas Múltiples En La Clavícula, El Omóplato O El Húmero";2
NC12.6;Fractura De Otras Partes Del Hombro O De La Parte Superior Del Brazo;2
NC12.7;"Fractura Del Hombro Y Del Brazo, Parte No Especificada";2
NC12.Z;"Fractura Del Hombro O De La Parte Superior Del Brazo, Sin Especificación";2
NC13;"Luxación, Distensión O Esguince De Las Articulaciones O Ligamentos De La Cintura Escapular";1
NC13.0;Luxación De La Articulación Del Hombro;2
NC13.1;Luxación De La Articulación Acromioclavicular;2
NC13.2;Luxación De La Articulación Esternoclavicular;2
NC13.3;Luxación De La Escápula;2
NC13.4;Luxación De Otras Partes O De Partes No Especificadas De La Cintura Escapular;2
NC13.5;Distensión O Esguince De La Articulación Del Hombro;2
NC13.6;Distensión O Esguince De La Articulación Acromioclavicular;2
NC13.7;Distensión O Esguince De La Articulación Esternoclavicular;2
NC13.8;Distensión O Esguince De Otras Partes O De Partes No Especificadas De La Cintura Escapular;2
NC13.Y;"Otra Luxación, Distensión O Esguince De Las Articulaciones O Ligamentos De La Cintura Escapular";2
NC13.Z;"Luxación, Distensión O Esguince De Las Articulaciones O Ligamentos De La Cintura Escapular, Sin Especificación";2
NC14;Traumatismo En Los Nervios A Nivel Del Hombro O La Parte Superior Del Brazo;1
NC14.0;Traumatismo En El Nervio Cubital A Nivel De La Parte Superior Del Brazo;2
NC14.1;Traumatismo En El Nervio Mediano A Nivel De La Parte Superior Del Brazo;2
NC14.2;Traumatismo En El Nervio Radial A Nivel De La Parte Superior Del Brazo;2
NC14.3;Traumatismo En El Nervio Circunflejo;2
NC14.4;Traumatismo En El Nervio Musculocutáneo;2
NC14.5;Traumatismo En El Nervio Sensitivo Cutáneo A Nivel Del Hombro O De La Parte Superior Del Brazo;2
NC14.6;Traumatismo En Múltiples Nervios A Nivel Del Hombro O De La Parte Superior Del Brazo;2
NC14.Y;Traumatismo En Otros Nervios Especificados A Nivel Del Hombro O De La Parte Superior Del Brazo;2
NC14.Z;"Traumatismo En Los Nervios A Nivel Del Hombro O La Parte Superior Del Brazo, Sin Especificación";2
NC15;Traumatismo En Los Vasos Sanguíneos A Nivel Del Hombro O La Parte Superior Del Brazo;1
NC15.0;Traumatismo En La Arteria Axilar;2
NC15.00;Desgarro En La Arteria Axilar;3
NC15.0Y;Otro Traumatismo Especificado En La Arteria Axilar;3
NC15.0Z;"Traumatismo En La Arteria Axilar, Sin Especificación";3
NC15.1;Traumatismo En La Arteria Braquial;2
NC15.10;Desgarro En La Arteria Braquial;3
NC15.1Y;Otro Traumatismo Especificado En La Arteria Braquial;3
NC15.1Z;"Traumatismo En La Arteria Braquial, Sin Especificación";3
NC15.2;Traumatismo En La Vena Axilar O Braquial;2
NC15.20;Desgarro En La Vena Axilar O Braquial;3
NC15.2Y;Otro Traumatismo Especificado En La Vena Axilar O Braquial;3
NC15.2Z;"Traumatismo En La Vena Axilar O Braquial, Sin Especificación";3
NC15.3;Traumatismo En La Vena Superficial A Nivel Del Hombro O De La Parte Superior Del Brazo;2
NC15.30;Laceración En La Vena Superficial A Nivel Del Hombro O A Nivel Del Brazo;3
NC15.3Y;Otro Traumatismo Especificado En La Vena Superficial A Nivel Del Hombro O La Parte Superior Del Brazo;3
NC15.3Z;"Traumatismo En La Vena Superficial A Nivel Del Hombro O De La Parte Superior Del Brazo, Sin Especificación";3
NC15.4;Traumatismo En Múltiples Vasos Sanguíneos A Nivel Del Hombro O La Parte Superior Del Brazo;2
NC15.Y;Traumatismo En Otros Vasos Sanguíneos Especificados A Nivel Del Hombro O La Parte Superior Del Brazo;2
NC15.Z;"Traumatismo En Los Vasos Sanguíneos A Nivel Del Hombro O La Parte Superior Del Brazo, Sin Especificación";2
NC16;"Traumatismo De Músculo, Fascia, Tendón O Bursa Al Nivel Del Hombro O La Parte Superior Del Brazo";1
NC16.0;Traumatismo En Tendón O Músculo Del Manguito De Los Rotadores Del Hombro;2
NC16.00;Esguince O Distensión Del Tendón O Del Músculo Del Manguito De Los Rotadores Del Hombro;3
NC16.01;Desgarro Del Tendón O Del Músculo Del Manguito De Los Rotadores Del Hombro;3
NC16.0Y;Otro Traumatismo Especificado En Tendón O Músculo Del Manguito De Los Rotadores Del Hombro;3
NC16.0Z;"Traumatismo En Tendón O Músculo Del Manguito De Los Rotadores Del Hombro, Sin Especificación";3
NC16.1;"Traumatismo En Tendón, Fascia O Músculo De La Cabeza Larga Del Bíceps";2
NC16.10;"Esguince O Distensión De Tendón, Fascia O Músculo De La Cabeza Larga Del Bíceps";3
NC16.11;"Desgarro De Tendón, Fascia O Músculo De La Cabeza Larga Del Bíceps";3
NC16.1Y;"Otro Traumatismo Especificado En Tendón, Fascia O Músculo De La Cabeza Larga Del Bíceps";3
NC16.1Z;"Traumatismo En Tendón, Fascia O Músculo De La Cabeza Larga Del Bíceps, Sin Especificación";3
NC16.2;"Traumatismo En Tendón, Fascia O Músculo De Otra Parte Del Bíceps";2
NC16.20;"Esguince O Distensión De Tendón, Fascia O Músculo De Otra Parte Del Bíceps";3
NC16.21;"Desgarro De Tendón, Fascia O Músculo De Otra Parte Del Bíceps";3
NC16.2Y;"Otro Traumatismo Especificado En Tendón, Fascia O Músculo De Otra Parte Del Bíceps";3
NC16.2Z;"Traumatismo En Tendón, Fascia O Músculo De Otra Parte Del Bíceps, Sin Especificación";3
NC16.3;"Traumatismo En Tendón, Fascia O Músculo Del Tríceps";2
NC16.30;"Esguince O Distensión De Tendón, Fascia O Músculo Del Tríceps";3
NC16.31;"Desgarro De Tendón, Fascia O Músculo Del Tríceps";3
NC16.3Y;"Otra Lesión Traumática Especificada De Músculo, Fascia O Tendón Del Tríceps";3
NC16.3Z;"Lesión Traumática De Músculo, Fascia O Tendón Del Tríceps, Sin Especificación";3
NC16.4;Traumatismo En Múltiples Músculos O Tendones En El Nivel Del Hombro O De La Parte Superior Del Brazo;2
NC16.40;Esguince O Distensión De Múltiples Músculos O Tendones A Nivel Del Hombro O De La Parte Superior Del Brazo;3
NC16.41;Desgarro De Múltiples Músculos O Tendones A Nivel Del Hombro O De La Parte Superior Del Brazo;3
NC16.4Y;Otro Traumatismo Especificado De Múltiples Músculos O Tendones En El Hombro O El Nivel Superior Del Brazo;3
NC16.4Z;"Traumatismo De Múltiples Músculos O Tendones En El Hombro O El Nivel Superior Del Brazo, Sin Especificación";3
NC16.5;Traumatismo En La Bolsa Sinovial Del Hombro;2
NC16.Y;"Otro Traumatismo En Tendón, Fascia, Músculo O Bolsa Sinovial A Nivel Del Hombro O De La Parte Superior Del Brazo";2
NC16.Z;"Traumatismo De Músculo, Fascia, Tendón O Bursa Al Nivel Del Hombro O La Parte Superior Del Brazo, Sin Especificación";2
NC17;Traumatismo Por Aplastamiento Del Hombro O De La Parte Superior Del Brazo;1
NC18;Amputación Traumática Del Hombro O De La Parte Superior Del Brazo;1
NC18.0;Amputación Traumática En La Articulación Del Hombro Derecho;2
NC18.1;Amputación Traumática En La Articulación Del Hombro Izquierdo;2
NC18.2;"Amputación Traumática En La Articulación Del Hombro, Bilateral";2
NC18.3;Amputación Traumática Entre El Hombro Y El Codo Derechos;2
NC18.4;Amputación Traumática Entre El Hombro Y Codo Izquierdos;2
NC18.5;"Amputación Traumática Entre El Hombro Y El Codo, Bilateral";2
NC18.Z;"Amputación Traumática Del Hombro O De La Parte Superior Del Brazo, Sin Especificación";2
NC19;Traumatismos Múltiples En El Hombro O La Parte Superior Del Brazo;1
NC1Y;Otros Traumatismos Especificados En El Hombro O La Parte Superior Del Brazo;1
NC1Z;"Traumatismos En El Hombro O La Parte Superior Del Brazo, Sin Especificación";1
NC30;Traumatismo Superficial En El Antebrazo;1
NC30.0;Excoriación En El Codo;2
NC30.1;Contusión Del Codo;2
NC30.2;Excoriación En Otras Partes O Partes No Especificadas Del Antebrazo;2
NC30.3;Contusión De Otras Partes O De Partes No Especificadas Del Antebrazo;2
NC30.4;Traumatismos Superficiales Múltiples En El Antebrazo;2
NC30.Y;Otro Traumatismo Superficial Especificado En El Antebrazo;2
NC30.Z;"Lesión Superficial Del Antebrazo, Sin Especificación";2
NC31;Herida Abierta En El Antebrazo;1
NC31.0;"Desgarro En El Antebrazo, Sin Cuerpo Extraño";2
NC31.1;"Desgarro En El Antebrazo, Con Cuerpo Extraño";2
NC31.2;"Herida Punzante En El Antebrazo, Sin Cuerpo Extraño";2
NC31.3;"Herida Punzante En El Antebrazo, Con Cuerpo Extraño";2
NC31.4;Mordedura O Picadura Abierta En El Antebrazo;2
NC31.5;Heridas Abiertas Múltiples En El Antebrazo;2
NC31.Y;Otra Herida Abierta Especificada En El Antebrazo;2
NC31.Z;"Herida Abierta En El Antebrazo, Sin Especificación";2
NC32;Fractura Del Antebrazo;1
NC32.0;Fractura En El Extremo Superior Del Cúbito;2
NC32.1;Fractura En El Extremo Superior Del Radio;2
NC32.2;Fractura De La Diáfisis Del Cúbito;2
NC32.3;Fractura De La Diáfisis Del Radio;2
NC32.4;Fractura De Las Diáfisis Del Cúbito Y El Radio;2
NC32.5;Fractura De La Epífisis Distal Del Radio;2
NC32.50;"Fractura De La Epífisis Distal Del Radio, Inclinación Dorsal";3
NC32.51;"Fractura De La Epífisis Distal Del Radio, Inclinación Volar";3
NC32.5Y;Otra Fractura Especificada De La Epífisis Distal Del Radio;3
NC32.5Z;"Fractura De La Epífisis Distal Del Radio, Sin Especificación";3
NC32.6;Fractura De La Epífisis Distal Del Cúbito Y El Radio;2
NC32.7;Fracturas Múltiples Del Antebrazo;2
NC32.Y;Otra Fractura Especificada En El Antebrazo;2
NC32.Z;"Fractura En El Antebrazo, Sin Especificación";2
NC33;"Luxación, Esguince O Distensión De Articulaciones O Ligamentos Del Codo";1
NC33.0;Luxación De La Cabeza Del Radio;2
NC33.1;Luxación Del Codo;2
NC33.2;Ruptura Traumática Del Ligamento Lateral Del Radio;2
NC33.3;Ruptura Traumática Del Ligamento Lateral Del Cúbito;2
NC33.4;Distensión O Esguince Del Codo;2
NC33.Y;Otra Dislocación O Esguince O Distensión Especificada De Articulaciones O Ligamentos Del Codo;2
NC33.Z;"Dislocación O Esguince O Distensión De Articulaciones O Ligamentos Del Codo, Sin Especificación";2
NC34;Traumatismo En Los Nervios A Nivel Del Antebrazo;1
